company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id
Spectrum HR Services hiring for A Reputed Pharma Giant,"UG: B.Sc - Any Specialization, B.Pharma - Pharmacy, BAMS - Any Specialization, BDS - Dentistry, BHM - Hotel Management PG:MS/M.Sc(Science) - Any Specialization, MBA/PGDM - Any Specialization, M.Pharma - Pharmacy, MDS - Any Specialization",4 - 9 yrs,Pharma / Biotech / Clinical Research,"Job Description ? Send me Jobs like this B.Sc/B.Pharm/M.Pharm with preferably a PG in Management with experience of atalest 4-8 years in PMT in the respective specialty segments. Vacancies are available in different specialty segments for PM & GPM. Good Communication and management skills. Salary: Excellent Working Environment and Growth Opportunities Industry: Pharma / Biotech / Clinical Research Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Marketing Role:Product/Brand Manager Keyskills Product Management PM GPM PMT Gastro Dermatology Derma CNS Neuro Oncology Anti - cancer Cardio Cardiology diabeto diabetology hypertention anti - hypertensive epileptic Neurology PPI Pain Antibiotics Desired Candidate Profile B.Sc/B.Pharm/M.Pharm with preferably a PG in Management with experience of atalest 4-8 years in PMT in the respective specialty segments. Vacancies are available in different specialty segments for PM & GPM. Good Communication and management skills. Education- UG: B.Sc - Any Specialization, B.Pharma - Pharmacy, BAMS - Any Specialization, BDS - Dentistry, BHM - Hotel Management PG:MS/M.Sc(Science) - Any Specialization, MBA/PGDM - Any Specialization, M.Pharma - Pharmacy, MDS - Any Specialization Company Profile: Spectrum HR Services A Reputed Pharma Giant A Reputed Pharma Giant, Client of Spectrum HR Services Download PPT Photo 1 ? View Contact Details",1.01E+11,"Ahmedabad, Bengaluru, Hyderabad","Product Manager / GPM - Cardio, CNS, Gastro, Derma, Oncology",6,Excellent Working Environment and Growth Opportunities,2016-10-10 16:21:08 +0000,,Marketing,2e833caef4156de04736864dc939c486
Namdhari Seeds Private Ltd.,"UG: B.Tech/B.E. - Computers, Diploma - Computers, B.Sc - Computers PG:Post Graduation Not Required",2 - 4 yrs,Agriculture / Dairy,"Job Description ? Send me Jobs like this -Manage and perform L1/L2 administration tasks -Manage and perform administration tasks on Backup App. -Monitoring of application and servers. -Work on application and server related alerts. -Troubleshoot application server related issue; analyse and debug logs. -Able to up skill herself/himself as per business requirement. -Coordinate with vendor in case of support required. -Prepare reports as per business requirement. -Prepare technical documents as and when required. -Execute the task within desired SLA -Participate in projects when assigned. -Firmware upgrade in the server environment -Installation & configuration of Terminal Server -Maintain and monitor all network, security and computer systems to meet the organization's current and future requirements -Monitor systems and identify performance issues proactively -Work within strict time frames and elevate incidents within defined timeframes -Test all changes to networks, hardware, software, and hosted applications -Resolve issues and prepare status reviews and reports Maintain the necessary project plans and documentation of all system builds and modifications -Interact and coordinate with vendors, suppliers, distributors and contract consultants -Maintain good working relationships with all service providers and vendor to ensure that services received meet expected requirements of contract. -Suggesting & planning for future development of IT systems. Salary:INR 3,00,000 - 3,50,000 P.A Industry: Agriculture / Dairy Functional Area: Other Role:Other Keyskills Network Engineering hardware engineering Desired Candidate Profile Diploma/Bsc/BE Computers? with 3-4 years experience Skills Required:? PC Hardware, Networking, Software Installation Server Hardware/MaintenanceOptional Skills:? Knowledge / experience on VM WareOnly Bangalore candidates would be considered Company located in Mysore Road, Bidadi.Company Transport provided.Candidates residing in Rajarajeshwarinagar, Vijayanagar, Yeshwanthpur, West of Chord Road, Nagarabhavi? preferred. Education- UG: B.Tech/B.E. - Computers, Diploma - Computers, B.Sc - Computers PG:Post Graduation Not Required Company Profile: Namdhari Seeds Private Ltd. Namdhari Seeds Pvt. Ltd., is a Breeder, Producer, Distributor for quality vegetable seeds. We are committed to development of high quality vegetable varieties with better yield, disease resistance and adaptability to various agro climatic conditions. Download PPT Photo 1 ? View Contact Details",1.21E+11,Bengaluru,Senior Hardware/network Engg,,"3,00,000 - 3,50,000 P.A",2016-10-10 16:21:08 +0000,,,0fa10304ef59566c6e79f8e493489755
IZEE MANPOWER CONSULTANCY PRIVATE LIMITED,"UG: Other Graduate, B.Tech/B.E. - Any Specialization, B.B.A / B.M.S - Management, B.Com - Commerce, B.Sc - Any Specialization, Diploma - Any Specialization, B.A - Any Specialization, BCA - Computers, B.Ed - Education, BHM - Hotel Management PG:Other, PG Diploma - Any Specialization",1 - 6 yrs,BPO / Call Centre / ITES,"Job Description ? Send me Jobs like this Warm Greetings From Izee manpower Dear Candidates, we are hiring for our current openings into Top MNC's for voice process with Sal upto 5.5LPA.. Qualification: 10+2/10+3 with minimum 6months exp in iccv Technical process Hotel Reservation process Salary:INR 2,00,000 - 5,50,000 P.A. + Incentives Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Customer Service Operations Technical Services Bpo Hiring BPO ITES Technical Support IT Help Desk international voice Desired Candidate Profile Please refer to the Job description above Education- UG: Other Graduate, B.Tech/B.E. - Any Specialization, B.B.A / B.M.S - Management, B.Com - Commerce, B.Sc - Any Specialization, Diploma - Any Specialization, B.A - Any Specialization, BCA - Computers, B.Ed - Education, BHM - Hotel Management PG:Other, PG Diploma - Any Specialization Company Profile: IZEE MANPOWER CONSULTANCY PRIVATE LIMITED IZee Manpower is a leading , professional organization servicing a host of fortune 500 clients across verticals and training expertise in soft skills communication and personality development Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,Trouble Shooting/tsr/call Center sal up to 5.5L Call Pooja,,"2,00,000 - 5,50,000 P.A. + Incentives",2016-10-10 16:21:08 +0000,,ITES,7189d594304721eb8a070405735adc86
MPS Ltd.,UG: Any Graduate - Any Specialization PG:Post Graduation Not Required,4 - 6 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this Responsibilities * Develop inhouse software systems using Microsoft .NET and SQL Server * Create, maintain and develop documentation * Diagnose and correct programming errors Experience in development using C#, ASP.NET & SQL Server Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills asp.net c# c sharp .net .net developer dot net developer asp.net developer asp dot net developer asp . net developer asp dotnet developer asp .net developer sql sql server web software engineer software developer ms sql server Desired Candidate Profile Walkin Interview-12,13th Oct 2016 Timing-10-4 pm Contact-Nupur MPS Limited # 137 HMG Ambassadors, Residency Road, Bangalore-25 Call: (+91)(080)41784000 / 4137/4137 Land Mark: Opp Bangalore Club,above Huzafia Decor Showroom Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: MPS Ltd. MPS Ltd is a global leader of quality publishing solutions. Started in India-1971. One of the biggest global suppliers of publishing services to a wide international client base. Listed on -BSE & NSE. Globally spread-Europe, North America & India. Download PPT Photo 1 ? View Contact Details",1.11E+11,Bengaluru,Urgent Hiring for Asp.net Developer(4-5 Yrs),2,Not Disclosed by Recruiter,2016-10-11 16:21:08 +0000,,IT Software - Application Programming,60adc1bb215789b0a7d3f19b460bc18a
Enrich Solutions hiring for H.R Recruiter,UG: Any Graduate PG:Any Postgraduate Doctorate:Doctorate Not Required,0 - 3 yrs,BPO / Call Centre / ITES,"Job Description ? Send me Jobs like this Immediate hiring's for HR Recruiters Salary upto 20k in hand + Attractive incentives Interested candidates can call me on 7813977771 or Mail me your resumes at hrforenrich@gmail.com Work location: - Bangalore (Madiwala) Regards Salary:INR 1,25,000 - 2,25,000 P.A. Incentives Industry: BPO / Call Centre / ITES Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:HR Executive Keyskills Recruitment Hiring HR Salary Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Enrich Solutions H.R Recruiter We commit to assist your organization in making informed decisions about the best Candidates choices for your current & long term requirements. Our access & Influence among the best talent doesn't just make a change - it makes a difference. Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,Hiring for H.R Recruiter for Female (Day Shift),,"1,25,000 - 2,25,000 P.A. Incentives",2016-10-10 16:21:08 +0000,,HR,947179b41f32ab9de6167649dc7304ca
Confidential,,3 - 5 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this 3+ years of experience in UI/Web based development using JavaScript, Node.js, HTML4/HTML5, CSS3, Ajax, and JQuery for standalone and high volume web applications. Experience in Angular js. Experience in Business logical implementation is required. The engineers would need to start working on the defect fixes almost from day-one, hence hands on experience in Javascript based application(s) is a must. Knowledge on Restful APIs, JSON or YAML. Experience with Agile development methodology. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Javascript JSON JQuery Ajax Web Technologies angularJS Html css Desired Candidate Profile ? Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",1.51E+11,Bengaluru,Software Engineer or Sr Software Engineer : Javascript UI,,Not Disclosed by Recruiter,2016-10-10 16:21:08 +0000,,IT Software - Application Programming,f07f4eef98e252097c60c3d46e9c130d
Local Job Search,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required,0 - 2 yrs,Banking / Financial Services / Broking,"Job Description ? Send me Jobs like this Bank jobs for freshers anywhere in India, any undergraduate candidate can apply for this post. Salary:INR 3,25,000 - 8,25,000 P.A Industry: Banking / Financial Services / Broking Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Accounts Role:Financial Accountant Keyskills Bank Jobs UG Jobs undergraduate jobs Computer knowledge good communication pc knowledge Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Local Job Search http://www.fresherstime.com/ Download PPT Photo 1 ? View Contact Details",2.01E+11,"Bengaluru, Mumbai, Chennai, Pune, Hyderabad, Gurgaon",Bank Jobs in India for Freshers,,"3,25,000 - 8,25,000 P.A",2016-10-12 16:21:08 +0000,,Accounts,f5af27deee97c30c5566aac344def34f
Take Wings hiring for http://takewing.co.in,,0 - 5 yrs,Banking / Financial Services / Broking,"Job Description ? Send me Jobs like this Monitor fundamental economic, industrial, and corporate developments through the analysis of information obtained from financial publications and services, investment banking firms, government agencies, trade publications, company sources. Salary: Competitive salary based on merit and market standards Industry: Banking / Financial Services / Broking Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Accounts Role:Financial Accountant Keyskills Finance Investment Banking Financial Analysis financial reporting financial planning management reporting budgeting management information MBA - Finance Desired Candidate Profile Contact brokers and purchase investments for companies, according to company policy.Interpret data affecting investment programs, such as price, yield, stability, future trends in investment risks, and economic influences. Company Profile: Take Wings http://takewing.co.in Greetings from takewing.co.in Takewing is a free career advisory firm, our mission is to create direct employment through our clients and provide information to facilitate the prospective jobseeker takewing in his career.(takewing.co.in) Download PPT Photo 1 ? View Contact Details",1.01E+11,"Bengaluru, Chennai, Hyderabad",Financial Analyst,20,Competitive salary based on merit and market standards,2016-10-10 16:21:08 +0000,,Accounts,8918e64e16015027217b970aebabf775
Datamatics Software Services Ltd.,,5 - 8 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this Hi, Greetings !!!! Myself Indu from Datamatics, Bangalore. Job Location Bangalore Experience Level 5-8 yrs Notice Period Immediate to 15 Days Interview Date Week days Requirement / Job Description: REQUIRED SKILLS: Requirements: Experience - 5-8 years Oracle DBA with RAC, 12c and Goldengate (1) Name(With Full Form of all Initials in your name): (2) This position is a permanent Position with Datamatics and you will be working on the payroll of Datamatics for our client (yes/No): (3) Current Location : (4) Are you ready for relocation to(yes/No): yes .If yes which are your 3 preferred locations: (5) Are you working as a permanent employee or a contractor: (6) Notice period : (7) Is Notice period Negotiable (yes/No): (8) Current CTC: (9) Expected CTC : (10) Total years of experience: (11) Relevant Years of experience : (12) Availability for F2F Interview on week days: (13) Date Of Birth: (14) Passport (yes/No) : (15) Pancard Number : About Us (Datamatics): Datamatics is a global provider of Consulting, Information Technology (IT) and Business Process Outsourcing (BPO) services. The company is focused on delivering value through integrated solutions for data intensive business processes that help enterprises across the world overcome their business challenges. These solutions leverage innovations in technology, knowledge of business processes, and domain expertise to provide clients a competitive edge. As a strategic partner, Datamatics helps its clients transform into a truly digital, data-driven enterprise and empowers them to take advantage of the digital revolution to innovate, differentiate and grow. Leveraging cutting-edge technology, Datamatics solutions radically improve performance and reach of client enterprises; delivering accelerated time-to-market for new products and services, enhanced customer responsiveness, maximized productivity and efficiency in business processes, and lower total cost of ownership. Datamatics is a trusted partner to several Fortune 500 Companies globally for managing their end-to-end Application Life Cycle and Business Critical Processes. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills RAC Oracle DBA 12c oracle 12c goldengate golden gate oracle RAC Desired Candidate Profile Please refer to the Job description above Company Profile: Datamatics Software Services Ltd. CMMI Level 5 Download PPT Photo 1 ? View Contact Details",1.01E+11,Bengaluru,Hiring for Oracle DBA with 12c for Bangalore,,Not Disclosed by Recruiter,2016-10-10 16:21:08 +0000,,IT Software - Application Programming,c9ec4c768c1e0289216bf1be4a188b4b
Bob Technologies,UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required,8 - 12 yrs,Recruitment / Staffing,"Job Description ? Send me Jobs like this Dear Candidate We have an urgent requirement for the post of Lead/Manager Experience:8 to 12 years Location: Bangalore,Whitefield Mandatory: Azure IAAS PAAs NP:Max 30 Days. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - Application Programming , Maintenance Role Category:Project Management Role:Project Manager-IT/Software Keyskills Azure IAAS PAAs Desired Candidate Profile ? Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1 ? View Contact Details",71016902348,Bengaluru,Lead/manager-azure-iaas,,Not Disclosed by Recruiter,2016-10-10 16:21:08 +0000,,IT Software - Application Programming,8ba8ad842c608c898b323c06c9654ccd
Bharat Recruitment hiring for US Based MNC,,0 - 4 yrs,Automobile / Auto Anciliary / Auto Components,"Job Description ? Send me Jobs like this Complete store keeping & logistics management. Will be responsible for all the GRN's, Dispatches & maintaining the stock batch wise color wise & size wise. Salary: Not Disclosed by Recruiter Industry: Automobile / Auto Anciliary / Auto Components Functional Area: Supply Chain , Logistics , Purchase , Materials Role Category:Logistics Role:Store Keeper/Warehouse Assistant Keyskills Warehouse Logistics Management GRN Store Keeping Desired Candidate Profile Please refer to the Job description above Company Profile: Bharat Recruitment US Based MNC Bharat Recruitment :- We Are Hiring Fresher And Experienced Candidates Download PPT Photo 1 ? View Contact Details",1.11E+11,"Chennai, Mumbai, Bengaluru",Store Keeper / Warehouse Assistant,,Not Disclosed by Recruiter,2016-10-11 16:21:08 +0000,,Supply Chain,0907491a2fa4077e2c26593ebefb20cb
EFS Facilities Services (india) Pvt. Ltd.,,1 - 2 yrs,Facility Management,"Job Description ? Send me Jobs like this Dear All, Please find the below Multi Skilled Technician JOB details. Exp 2 Years Salary 11K to 14k Take Home Salary Position Multi Skilled Technician Note - Immediate Joiners will be preferred. Salary:INR 50,000 - 1,50,000 P.A Industry: Facility Management Functional Area: Site Engineering , Project Management Role Category:Site Engineering Role:Electrical Engineer-Utility Keyskills Multi Skill Technician Desired Candidate Profile Please refer to the Job description above Company Profile: EFS Facilities Services (india) Pvt. Ltd. EFS India employs more than 3200 people, with Pan India operations spanning across major cities . The Company's corporate office is at Delhi with other major offices located in Bangalore, Chennai, Mumbai and Kolkata besides other local operating offices. EFS is serving clients in areas of Integrated Facility Management and Energy Services for Industry and Power. The Facility Management vertical has a strong team of technical resources across India which is committed to strong service delivery. The Company manages about 25m sq. ft. of facilities management portfolio spread over 18 cities and 50 clients. Company's approach to Facility Management extends beyond day to day operations to overall equipment maintenance, life cycle enhancement and capital value protection for our clients. The Energy Business vertical provides the expertise and services for comprehensive O&M services for Power Plants and Industrial Facilities covering Steam Systems, Water Treatment Plants and Electrical & Mechanical Utility Systems. The Energy Business also provides Technical Services such as Supervisory Services for Construction & Commissioning, Due Diligence, Project Management Services and Technical & Performance Audits. Download PPT Photo 1 ? View Contact Details",1.71E+11,Bengaluru,Multi Skilled Technician,25,"50,000 - 1,50,000 P.A",2016-10-10 16:21:08 +0000,,Site Engineering,f9b271b8c153d2dddd3fbcdf65744698
Local Job Search,UG: B.Tech/B.E. - Computers PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required,0 - 5 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this IT and software job for freshers as well as experienced graduates in Multi-National Companies in India Salary:INR 1,75,000 - 6,75,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Telecom Software Role Category:Programming & Design Role:System Analyst Keyskills IT IT jobs Software Jobs Engineering Jobs UG Jobs Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Computers PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Local Job Search http://www.fresherstime.com/ Download PPT Photo 1 ? View Contact Details",1.21E+11,"Bengaluru, Mumbai, Chennai, Pune, Hyderabad, Gurgaon",IT Jobs For Freshers in India,,"1,75,000 - 6,75,000 P.A",2016-10-12 16:21:08 +0000,,IT Software - Telecom Software,275af1c4cbd016ffee55e47ed542055a
BOP Consultants Private Limited,"UG: B.Tech/B.E. - Computers, Electrical PG:Any Postgraduate Doctorate:Doctorate Not Required",4 - 6 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this -Hands on experience in designing and developing applications using Java EE platforms in UI -Object Oriented analysis and design using common design patterns -Experience in the Spring and hibernate Framework Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Hibernate Spring Java EE Design Patterns Desired Candidate Profile -Experience in developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC) 14th October - Scheduled Interview Education- UG: B.Tech/B.E. - Computers, Electrical PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: BOP Consultants Private Limited BOP Consulting Pvt Ltd is incorporated to provide various HR outsourcing solutions to the companies Pan India. Download PPT Photo 1 ? View Contact Details",1.21E+11,Bengaluru,Java Developer - Bangalore - Looking for Immediate Joiners (15 Days),5,Not Disclosed by Recruiter,2016-10-12 16:21:08 +0000,,IT Software - Application Programming,f98615e0477c302b6ad90aea85c3ee56
Confidential,"UG: B.Tech/B.E. PG:MS/M.Sc(Science), MCA, M.Tech, Any Postgraduate",4 - 9 yrs,Telecom/ISP,"Job Description ? Send me Jobs like this Hello, We are hiring Openstack Development Experts for Telecom Company. Loaction : Bangalore Experience : 3- 11 Yrs Job Description OpenStack [Should have 2plus years of overall experience] Deep understanding & work experience on the OpenStack ecosystem. In depth understanding of cloud computing architecture. Domain : Telecom & Networking. OpenStack experience in multiple areas; compute, storage and network experience, security, integration, orchestration, automation and monitoring Strong Python background, working experience Strong Linux background, working experience Proficiency with scripting and development (bash, perl, python, git). Working knowledge of a configuration management framework (chef, puppet, ansible, etc). Contribution to OpenStack community will be a plus. Experience in application hosting and migration to OpenStack environment. Self-starter, taking initiative and requiring minimal oversight. Regards Priya N Sr.Associate HR Salary: Not Disclosed by Recruiter Industry: Telecom/ISP Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Bash Perl Python Linux GIT Cloud Computing Configuration Management quantum heat glance nuetron swift nova cinder openstack AWS open stack Desired Candidate Profile ? Education- UG: B.Tech/B.E. PG:MS/M.Sc(Science), MCA, M.Tech, Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",2.70E+11,Bengaluru,Opening for Openstack Development for Telecom Company,,Not Disclosed by Recruiter,2016-10-10 16:21:08 +0000,,IT Software - Application Programming,6cb10642d8ae09352265c917f9f62504
Confidential,UG: Any Graduate - Any Specialization,0 - 3 yrs,Recruitment / Staffing,"Job Description ? Send me Jobs like this Any 10th pass/+2 pass/fail with basic skills can be apply for this position. MNC company, Every quarterly salary increment,with high incentives,accommodation,fuel allowance,subsidiary food. Need people with customer service customer facing experience. No photography experience is necessary We will train people to have these skills, but they need people who are committed to coming to work every day with a smile! This is a long term project, so we are looking for people who wants stability . Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Customer Service Guest Associate Desired Candidate Profile ? Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1 ? View Contact Details",2.90E+11,Bengaluru,Guest Associate,,Not Disclosed by Recruiter,2016-10-10 16:21:08 +0000,,ITES,b22f37ea4b3f7e87c40de886abfa423c
InstaCar Technologies Pvt. Ltd.,"UG: Any Graduate - Any Specialization, B.B.A / B.M.S - Management, B.A - Any Specialization PG:Any Postgraduate, MBA/PGDM - Any Specialization, Finance, Marketing",1 - 3 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this Requirements Analysis & translation and simplifying them. Organizing the requirements & citing the proposals.Data Analyst and project feasibility study, Verbal Communication with Clients & Follow ups and many more crucial responsibilities to perform. Salary:INR 1,75,000 - 4,75,000 P.A Industry: IT-Software / Software Services Functional Area: Analytics & Business Intelligence Role Category:Analytics & BI Role:Business Analyst Keyskills Business Analysis business planning financial analysis market analysis client communication requirement analysis technical proposal Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization, B.B.A / B.M.S - Management, B.A - Any Specialization PG:Any Postgraduate, MBA/PGDM - Any Specialization, Finance, Marketing Company Profile: InstaCar Technologies Pvt. Ltd. We are a fast-growing taxi rental marketplace with one dream: making each road trip happy. Attempting to fill the gap of getting outstation taxis across India. Download PPT Photo 1 ? View Contact Details",1.50E+11,"Bengaluru, Indore, Mumbai",Business Analyst,,"1,75,000 - 4,75,000 P.A",2016-10-11 16:21:08 +0000,,Analytics & Business Intelligence,377489696dc4853fd6b6ed1344f0df7a
Greenvision Technologies Pvt. Ltd,UG: Any Graduate - Any Specialization PG:Any Postgraduate,3 - 8 yrs,Electricals / Switchgears,"Job Description ? Send me Jobs like this Procuring raw materials, develop high quality vendors, price negotiations, PO preparation and transmission to vendors, ensure regular followup and timely supplies, schedule and organize regualr audits of vendors, monitor supplier quality issues. Salary: Not Disclosed by Recruiter Industry: Electricals / Switchgears Functional Area: Supply Chain , Logistics , Purchase , Materials Role Category:Purchase/Material Management Role:Purchase Executive Keyskills Purchase Procurement Materials supply chain vendor development Desired Candidate Profile Strong negotiation and coordination skills, strong interpersonal and communication skills with good knowledge of English and working knowledge of Hindi, MS Excel, MS Word. Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Greenvision Technologies Pvt. Ltd Greenvision is a leading manufacturer of lead acid batteries and energy storage solutions provider & is among the top 10 battery manufacturers in India. Headquartered in Bangalore and is managed by a team of seasoned professionals from the industry. Download PPT Photo 1 ? View Contact Details",1.21E+11,Bengaluru,Purchase Executive,1,Not Disclosed by Recruiter,2016-10-12 16:21:08 +0000,,Supply Chain,5d13f8fc032432dacd542f1eb9428316
NISG ( National Institute For Smart Governent),"UG: B.Tech/B.E. - Any Specialization, BCA - Computers PG:MCA - Computers",4 - 9 yrs,IT-Software / Software Services,"Job Description ? Send me Jobs like this Job Profile Support UIDAI ecosystem partners in adoption and roll out of the Aadhaar Authentication Services Provide onsite support for the 50 district Financial Inclusion pilot rollout Extend support for project implementation at the ground level Provide support for post go live field level support and issues resolution through liaising with Government departments, applications support and operations team ect,.. Travel in the rural areas is required for field level monitoring Other tasks assigned by UIDAI Regional Offices from time to time Indicative Deliver Provide technical support for authentication services Implementation of best finger Detection (BFD) Facilitate seeding in department databases Facilitate the linking of Aadhaar numbers with bank accounts Facilitate issues resolution and root cause analysis at filed level Other deliverables as assigned by UIDAI from time to time? Qualification & Experience BE/B Tech/MCA/BCA/BSC/ (computers) with Diploma in DOEACC/ Systems Development / GNIIT etc. 4-6 Years of experience managing IT software / Hardware platform support / Software applications/ Web development, and user support Any certification in Technical Support (e.g. CCNA, MCSE, OCP etc.) Experience of leading a team of 2-3 resource for software implementation support function Implementation support experience in government (e- Governance) and Financial Services industry programmes an advantage. Working knowledge of Java , web service , RDBMS an advantage Good issues resolution and reporting skills Good communication and coordinate skills Willingness to travel and work betterment of rural areas Contract Tenure: 2 Years Salary: Best In Industry Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:Technical Support Engineer Keyskills Operations Project Implementation Onsite Support technical support Troubleshooting lan firewall java .Net c# Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, BCA - Computers PG:MCA - Computers Company Profile: NISG ( National Institute For Smart Governent) NISG is a not-for-profit company setup in a Public-Private-Partnership (PPP) in 2002 under the recommendations of The National Taskforce on Information Technology & Software Development, with 51% equity contributed by the private sector & 49% by the public sector. NASSCOM, Government of India & Government of Andhra Pradesh are the main promoters with ILFS, Government of Chhattisgarh, Government of Meghalaya & Vizag Municipal Corporation being the other stakeholders. Download PPT Photo 1 ? View Contact Details",30816004233,Bengaluru,Application Analyst_ Loc: Bengaluru For Uidai( Aadhar Project),,Best In Industry,2016-10-10 16:21:08 +0000,,IT Software - Application Programming,b3d55354888fdd954285f38eea5e9ef6
Capital First Limited,UG: Any Graduate - Any Specialization,1 - 5 yrs,Banking / Financial Services / Broking,"Job Description ? Send me Jobs like this We currently have an urgent requirements for Relationship Manager - Microfinance. The job details are as follows : Designation : Relationship Manager Location : Bangalore, Mysore Job Responsibilities : Timely recruitment of DSTs / FoS as per requirement / plan / budget. Regular training of DST / FoS to ensure awareness of Product Policy. Will be responsible for meeting branch / location disbursement targets month on month. Ensure that funneling activities / cold calls are being carried out by FoS. Ensure continuous flow of customer leads and logins. Ensure that customer service levels are kept in terms of response TAT and that no wrong commitments are made to the customer. Kindly share your updated resume at sharmilee.ghoshal@ext-mails.com. Salary:INR 2,00,000 - 3,50,000 P.A Industry: Banking / Financial Services / Broking Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills micro loan micro business loan micro bl micro bil micro personal loan micro term loan micro loan against property micro home loan micro lap microfinance nano loan Desired Candidate Profile Graduate with 1 to 5 year experience in Micro Loan Education- UG: Any Graduate - Any Specialization Company Profile: Capital First Limited About Capital First Limited: CFL is listed on BSE and NSE (Stock Code: CFL). The company provides Mortgage loans to SMEs against pledge of property, Gold Loans to retail customers, Consumer Durable Loans, Two wheeler loans, and senior secured Wholesale loans. During the last year the company expanded its coverage to 197branches spread over 41 cities with 1200 employees. The company also added 2000 clients to its Wealth Management Business as of March 2012. The company also offers broking services for equities, F &amp; O, currency and commodities to retail and HNI customers through its subsidiary Capital First Securities Ltd. Download PPT Photo 1 ? View Contact Details",1.01E+11,"Bengaluru, Mysore",Relationship Manager - Micro loan,2,"2,00,000 - 3,50,000 P.A",2016-10-10 16:21:08 +0000,,Sales,71bd22803e6968eef6b205aa5cc434b4
