year,organization group,job,salaries,overtime,other salaries,retirement,health and dental,other benefits
2013,Public Protection,Stationary Engineer,67207.73,0,17079.79,14370.19,11073.56,7111.7
2013,"Public Works, Transportation & Commerce",Engineer,126932.03,0,5574.66,23466.91,12801.79,9727.84
2013,Community Health,PS Aide Health Services,9845.55,0,0,0,3420.94,762.25
2013,Community Health,Health Worker 2,53387.61,20.76,1600,9976.85,11867.63,4605.22
2013,General Administration & Finance,Manager IV,51836.84,0,0,0,4812.98,4013.21
2013,Public Protection,Secretary 2,1227,0,12,-214,246.19,99.27
2013,Culture & Recreation,Library Page,10511.75,0,0,77.4,3462.03,830.06
2013,Public Protection,Police Officer,112867.47,7472.13,3690.96,21551.73,12882.18,1999.24
2013,Culture & Recreation,Public Service Trainee,1382.5,0,0,0,590.59,107.04
2013,Public Protection,Sergeant 3,87565.54,922.51,519.83,15599.92,8124.21,1497.85
2013,Community Health,Food Service Worker,21726.17,3991.56,2630.19,5217.61,6470.54,2271.43
2013,"Public Works, Transportation & Commerce",Eng/Arch/Landscape Arch Sr,146952,0,0,26025.21,12801.79,9978.96
2013,Community Health,Storekeeper,55510.01,0,1007.4,10291.82,12801.79,4730.23
2013,Public Protection,Fire Safety Inspector 2,136151.62,52219.11,8169.09,27814.41,12595.17,10875.61
2013,Community Health,Health Worker 3,6984.15,0,9.7,1456.12,1378.54,650.62
2013,Public Protection,"Captain, Fire Suppression",155174.49,28356.95,20182.84,32987.6,15788.97,3456.44
2013,"Public Works, Transportation & Commerce",Public Information Officer,75660.03,0,0,13777.68,12801.79,6126.49
2013,Community Health,Registered Nurse,115639.9,0,8858.58,24275.54,11841.67,8496.7
2013,"Public Works, Transportation & Commerce",Transit Operator,60402.63,9273.44,2000.16,16970.19,12237.41,5632.61
2013,"Public Works, Transportation & Commerce",Housekeeper/Food Service Clnr,45789.83,0,5695.01,10121.71,12588.41,4198.54
2013,Community Health,Senior Physician Specialist,15355.35,0,1483.4,2982.2,953.97,1313.97
2013,Community Health,Registered Nurse,112491.55,0,9269.25,25209.24,11525.05,8383.71
2013,Public Protection,Police Officer 3,127434.05,47628.54,11015.05,24275.73,12918.25,3226.94
2013,Culture & Recreation,Recreation Leader,26352.31,0,304.2,6049.13,6922.63,2258.77
2013,"Public Works, Transportation & Commerce",Transit Operator,41972.98,4013.51,327.33,11372.21,8546.67,3561
2013,General Administration & Finance,Public Service Trainee,6313.91,0,0,1557.1,3092.01,488.82
2013,"Public Works, Transportation & Commerce",Statnry Eng Water Treat Plant,6380,0,478.5,0,984.75,530.99
2013,Human Welfare & Neighborhood Development,Hospital Eligiblity Worker,75033.1,0,2108,15157.52,12918.24,6170.33
2013,Culture & Recreation,Public Service Trainee,4228,0,0,0,1806.16,327.33
2013,"Public Works, Transportation & Commerce",Track Maintenance Worker,61048.01,13200.18,2427.33,11116.83,12801.79,6351.62
2013,Community Health,Medical Evaluations Assistant,59501.2,0,1672.42,11984.08,12768.73,5034.7
2013,Community Health,Special Nurse,15001.36,0,902.6,1717.59,0,4210.25
2013,Public Protection,Clerk Typist,54756.02,0,648,10886.83,12918.24,4571.47
2013,Community Health,Plumber,11004,412.65,0,2346.06,1435.36,864.78
2013,General Administration & Finance,Personal Property Auditor,81432,0,480,14916.2,12801.79,6821.16
2013,"Public Works, Transportation & Commerce",Asst Engr,94276.07,0,0,17167.61,12801.78,6849.28
2013,Community Health,Medical Social Worker,87334.01,0,1156.8,16114.21,12801.79,7410.97
2013,Public Protection,Police Officer 3,120521.15,12925.98,20751.16,21491.51,12863.34,2619.4
2013,Public Protection,Deputy Sheriff,89423.83,6204.58,3704.14,18234.52,12555.6,1673.61
2013,"Public Works, Transportation & Commerce","Station Agent, Muni Railway",3317.95,0,58.41,0,550.23,261.4
2013,Community Health,Manager IV,149581.72,0,0,28656.15,12918.24,17097.83
2013,Public Protection,Police Officer 2,43156.65,12219.29,7416.32,7697,4757.59,1066.12
2013,"Public Works, Transportation & Commerce",Electrician Supervisor 1,106142.43,23154.89,6870,18797.76,12801.79,10070.96
2013,Public Protection,Deputy Sheriff,90873.64,1520.04,14806.04,20692.1,12752.55,1806.17
2013,Culture & Recreation,Librarian 2,32867.54,0,378.48,6054.1,4790.76,2767.53
2013,Public Protection,Deputy Sheriff,95414.41,12930.81,20145.83,22002.84,12918.24,2090.6
2013,"Public Works, Transportation & Commerce",Safety Analyst,26321.8,0,0,5611.8,3540.56,2053.38
2013,Public Protection,Firefighter,102003.46,16306.36,14590.64,21625.87,15645.43,2104.85
2013,Public Protection,Food Service Worker,11419.24,0,75.66,0,3859,889.94
2013,General Administration & Finance,Custodian,55026.01,154.06,1090.68,11026.64,12918.24,4641.03
2013,"Public Works, Transportation & Commerce",Transit Operator,36177.64,7947.82,261.5,9324.01,7542.79,3490.34
2013,Public Protection,Police Officer,116478.12,8584.18,4302.77,22178.45,12918.24,2198.18
2013,General Administration & Finance,Executive Secretary 1,52730.25,0,473.64,10132.78,9441.97,4217.71
2013,Public Protection,Police Officer,18594,0,0,3871.26,2870.73,1438.64
2013,Public Protection,"Battlion Chief, Fire Suppressi",179760.52,55272.56,25978.68,36436.38,15683.42,4185.57
2013,Culture & Recreation,Library Page,27085.45,0,858.67,6299.89,7143.91,2295
2013,"Public Works, Transportation & Commerce",General Laborer,20827.62,1081.71,898.99,3955.75,4449.85,1948.61
2013,Public Protection,Police Officer 2,112904.28,3020.61,19122.5,20139.81,12740.24,2294.78
2013,Community Health,Physician Specialist,11045.37,0,0,1304.09,1070.91,855.13
2013,Community Health,Porter,46018.79,0,770.3,7444.07,12834.52,3776.84
2013,"Public Works, Transportation & Commerce",Sr Payroll & Personnel Clerk,64291.12,0,0,12640.44,12870.4,5219.9
2013,"Public Works, Transportation & Commerce",IS Project Director,139889.02,0,0,26799.25,12918.25,9873.85
2013,Human Welfare & Neighborhood Development,Child Support Officer II,76113.02,0,175,14993.36,12918.24,6308.57
2013,Public Protection,EMT/Paramedic/Firefighter,111436.05,7544.63,19593.17,22202.28,12657.1,2302.13
2013,Public Protection,Firefighter,112159.4,0,11231.83,21773.39,13600.73,1299.73
2013,Public Protection,Da Investigative Assist,58769.05,0,0,11556.69,12852.46,4737.61
2013,General City Responsibilities,Assistant Recreation Director,0,0,3425,0,0,262.01
2013,"Public Works, Transportation & Commerce",Automotive Machinist,76804.05,443.1,1283.05,14219.68,12801.77,7353.59
2013,"Public Works, Transportation & Commerce",Wastewater Control Inspector,38001.9,0,0,0,6315.59,2942.1
2013,"Public Works, Transportation & Commerce",IS Administrator 3,99944,0,0,17700.03,12801.79,8320.52
2013,"Public Works, Transportation & Commerce",Dept Head I,145317.08,0,0,25735.7,12801.79,10965.1
2013,Community Health,Special Nurse,7281.52,0,0,5164.46,0,57.84
2013,"Public Works, Transportation & Commerce",Transit Operator,27089.92,4005.52,164.74,6974.53,5648.05,2452.76
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,5402.82,0,0,516.42,2560.36,418.28
2013,Community Health,Psychiatric Social Worker,72637.17,0,1100,13427.59,11897.05,6084.41
2013,Human Welfare & Neighborhood Development,Eligibility Worker,997,0,0,206.48,246.19,77.01
2013,"Public Works, Transportation & Commerce",Sewer Maintenance Worker,66551.02,441.51,521.85,12219.55,12715.61,5650.11
2013,"Public Works, Transportation & Commerce",Maintenance Machinist,79222,0,10529.6,16343.76,12801.79,7389.26
2013,"Public Works, Transportation & Commerce",Transit Operator,57037.06,12812.74,3453.64,16540.15,11555.54,5558.7
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",82940.05,6558.45,8019.98,16231.84,12801.79,8021.27
2013,"Public Works, Transportation & Commerce",Transit Operator,55840.34,9650.96,1269.08,13315.1,13637.29,5141.1
2013,"Public Works, Transportation & Commerce",Parking Control Officer,59069.38,5489.72,1559.76,11784.88,12889.12,5355.61
2013,Public Protection,Sheriff's Cadet,38116.97,560.88,5608.05,8605.33,12793.36,2891.11
2013,Community Health,Registered Nurse,127299.61,0,10165.43,19971.58,12918.24,911.16
2013,"Public Works, Transportation & Commerce",Transit Operator,54583.39,3412.89,3443.51,14841.55,11380.23,4570.33
2013,Culture & Recreation,Library Page,5774.45,0,144.39,0,1848.03,458.24
2013,Human Welfare & Neighborhood Development,Social Work Supervisor,83642.04,0,1540,15511.6,12801.79,6362.66
2013,Community Health,Special Nurse,22824.15,0,3402.81,1011.55,0,3534.07
2013,"Public Works, Transportation & Commerce",Transit Operator,743.9,0,0,172.66,246.19,57.59
2013,"Public Works, Transportation & Commerce",Utility Plumber,76955,14771.07,9547.12,15305.73,10047.57,5908.07
2013,Community Health,Pharmacy Technician,77558,0,5.96,14124.29,12801.79,6490.73
2013,Community Health,Special Nurse,41243.78,0,1361.7,0,0,3365.82
2013,"Public Works, Transportation & Commerce",Public Svc Aide-Public Works,8286.05,188.31,0,0,3926.71,656.08
2013,Public Protection,Police Officer 3,125120.04,682.4,5625.25,23737.52,12799.35,2180.82
2013,Public Protection,Police Officer,113576,2619.87,9313.1,21654.39,12918.24,2062.78
2013,Community Health,Health Care Billing Clerk 2,66295.22,169.77,624.01,12185.97,12696.3,5620.49
2013,Culture & Recreation,Truck Driver,79677.01,0,2057.5,14883.88,13294.17,7069.77
2013,Culture & Recreation,Recreation Leader,14105.51,0,349.61,0,5002.83,1119.12
2013,"Public Works, Transportation & Commerce",General Laborer,59669.58,2369.55,9961.25,12679.77,12757.25,5497.47
2013,Community Health,Porter,52988,5749.53,6137.7,10234.24,12801.79,5369.43
2013,Human Welfare & Neighborhood Development,Emp & Training Spec 2,49820.26,0,402.26,9145.55,8326.64,4217.98
2013,Human Welfare & Neighborhood Development,Manager III,46711.38,0,0,8272.62,4306.08,4405
2013,General Administration & Finance,Elections Worker,60966.05,825.58,1653.78,12305.97,12918.24,5230.15
2013,Culture & Recreation,Swimming Instructor,7400.5,0,110.96,0,2397.25,847.17
2013,"Public Works, Transportation & Commerce",Architectural Administrator,111774.1,0,0,19795.11,12801.79,9305.98
2013,Public Protection,Police Officer 2,116661.69,3097.33,15349.56,20805.88,12795.63,2295.82
2013,"Public Works, Transportation & Commerce",IS Business Analyst-Senior,105254.4,0,0,18640.59,12801.79,8301.85
2013,"Public Works, Transportation & Commerce",Transit Operator,63498.96,21873.36,1348.66,17503.27,12864.72,6576.41
2013,Public Protection,Firefighter,105261.07,48419.93,23830.97,24223.68,14210.07,3007.9
2013,Community Health,Registered Nurse,140315.01,0,22395.96,34839.87,12726.86,6388.63
2013,Community Health,Special Nurse,22816.35,0,745.95,629.61,0,146.89
2013,General Administration & Finance,Personnel Analyst,76666.37,0,0,15023.41,11103.36,5416.6
2013,"Public Works, Transportation & Commerce",Manager VI,164244.5,0,0,31427.38,12742.05,9981.42
2013,"Public Works, Transportation & Commerce",Transit Operator,66314.03,2026.17,2717.59,17670.88,13826,5472.92
2013,Human Welfare & Neighborhood Development,Estate Investigator,82897.58,0,0,16295.71,12917.94,6739.22
2013,Community Health,Special Nurse,501.9,0,0,0,49.23,38.86
2013,Community Health,Nurse Practitioner,15689.6,0,0,1518.95,1277.35,780.33
2013,Culture & Recreation,"Bdcomm Mbr, Grp5,M$100/Mo",800,0,0,0,47.85,61.94
2013,Community Health,"Marriage, Family & Child Cnslr",69035.49,0,0,12571.38,10119.51,5305.85
2013,Public Protection,Sergeant 2,138990.61,30515.37,15173.23,24761.75,12924.88,3094.05
2013,"Public Works, Transportation & Commerce",Planner 4-Environmental Review,7886.53,0,394.3,1424.75,855.5,625.34
2013,Community Health,Psychiatric Social Worker,28331.01,0,246,5203.85,5046.85,2336.36
2013,Public Protection,Public Safetycomm Disp,88495.82,23126.31,13741.1,19123.27,12870.4,9405.65
2013,Public Protection,Sergeant 2,50165.5,3249.37,8818.65,8938.06,4739.12,1015.94
2013,"Public Works, Transportation & Commerce",Custodian,47739.7,0,6258.8,10933.33,12851.02,4162.24
2013,General Administration & Finance,EEO Programs Specialist,83642.01,0,0,15231.31,12801.79,6953.73
2013,Community Health,Occupational Therapist,0,0,4654.52,0,0,356.07
2013,"Public Works, Transportation & Commerce",Senior Account Clerk,58480.21,0,0,10649.25,11878.84,4262.61
2013,Community Health,Senior Administrative Analyst,89870.69,0,0,17714.37,12647.5,7319.69
2013,General Administration & Finance,Commercial Div Asst Sprv,89365,0,0,17566.79,12918.24,16217.76
2013,"Public Works, Transportation & Commerce",Welder,83090.5,49972.84,2920.56,11869.55,12918.25,9626.59
2013,Community Health,Medical Social Worker,21329.71,0,34.82,0,3618.96,1654.04
2013,Public Protection,Asst Chf Of Dept (Fire Dept),208249.91,57736.82,12685.95,39005.78,15683.42,4511.34
2013,Community Health,Psychiatric Social Worker,44951.4,0,12237.89,8606.26,6402.84,4686.17
2013,General Administration & Finance,Cashier 2,56415.27,1045.28,0,10273.18,12788.92,4728.23
2013,Community Health,Patient Care Assistant,66111.3,0,1997.8,12080.4,12851.02,5667.73
2013,Public Protection,Police Officer 2,121068,5711.85,7150.14,23065.03,12918.24,2275.78
2013,"Public Works, Transportation & Commerce",Assoc Engineer,114386.09,0,0,21913.14,12918.24,8916.21
2013,Human Welfare & Neighborhood Development,Senior Social Worker,77274.02,0,0,15184.22,12918.24,6147.29
2013,Community Health,Patient Care Assistant,25704.42,4655.09,275.26,1238.36,7527.2,2371.74
2013,Public Protection,Community Police Services Aide,66123.17,7552.08,10736,14342.51,12918.24,6409.66
2013,"Public Works, Transportation & Commerce",School Crossing Guard,9725.1,0,60,0,3776.79,757.56
2013,Community Health,Nursing Supervisor,36580.8,0,3658.08,3914.08,0,10661.91
2013,Human Welfare & Neighborhood Development,Sr Community Devl Spc 1,87552.01,0,0,17224.12,12918.24,7015.84
2013,General Administration & Finance,Attorney (Civil/Criminal),166699.04,0,1249.5,32231.86,12918.24,10327.84
2013,Public Protection,Police Officer 2,84549.87,14709.2,12814.15,15077.77,9170.51,1903.64
2013,Culture & Recreation,Library Page,13427.1,0,422.04,79.57,4422.16,1093.74
2013,"Public Works, Transportation & Commerce",Transit Manager 1,49786.58,0,0,8817.18,6131.51,4385.89
2013,Public Protection,Firefighter,114112.69,4938.91,17780.91,22721.25,15706.62,2306.68
2013,Culture & Recreation,Librarian 2,87828.39,0,1634.76,16291.22,12801.79,6872.64
2013,"Public Works, Transportation & Commerce",Junior Engineer,43885.03,0,0,9291.84,7894.51,3483.74
2013,Community Health,Registered Nurse,88660.2,0,0,17164.84,10536.85,2793.13
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,9669.62,0,0,0,4443.64,748.63
2013,Public Protection,Da Investigative Assist,70307.3,0,0,13841.66,12918.24,5676.88
2013,Public Protection,Statnry Eng Water Treat Plant,11165,0,931.5,2115.64,1723.32,961.3
2013,Human Welfare & Neighborhood Development,IS Technical-Journey,38847.5,3082.53,304.22,7114.82,7176.8,3331.47
2013,Public Protection,"Sergeant, (Police Department)",19552.33,0,492.57,3485.05,1795.34,323.95
2013,"Public Works, Transportation & Commerce","Station Agent, Muni Railway",80379,22103.13,8526.58,16693.97,12918.25,9067.59
2013,Human Welfare & Neighborhood Development,PS Aide To Prof,0,0,1489,0,5.07,113.91
2013,Public Protection,Senior Legal Process Clerk,56197.69,4593.36,2512,10339.29,11896.12,5276.98
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,10487.42,0,228.95,0,4969.93,829.65
2013,Public Protection,Deputy Probation Officer,96145.51,1595.25,9047.01,18528.28,12918.25,1814.37
2013,General Administration & Finance,Elections Clerk,55699.64,1083.89,0,11695.19,12690.98,4548.17
2013,"Public Works, Transportation & Commerce",General Laborer,57575.01,15461.86,9254.12,10867.44,12309.34,6696.02
2013,"Public Works, Transportation & Commerce",Airport Property Specialist 1,45872.9,0,730,0,5945.44,3608
2013,Community Health,Patient Care Assistant,30230.23,0,2364.93,4479.31,8429.75,2563.33
2013,"Public Works, Transportation & Commerce",Survey Associate,85536,0,0,15576.08,11964.75,6894.2
2013,Community Health,Medical Social Worker,90693.02,0,1708,18156.28,12918.24,7636.45
2013,Community Health,Registered Nurse,137677.5,0,8149.5,29079.79,12851.03,7715.2
2013,Culture & Recreation,Recreation Leader,9968.64,0,163.56,0,3535.63,784.43
2013,Community Health,Special Nurse,73792.06,2523.68,3619.77,957.02,6872.66,4255.84
2013,Public Protection,Public Safetycomm Disp,84082.6,3105.04,9656.98,16139.3,12746.4,7863.36
2013,"Public Works, Transportation & Commerce",Manager VI,129448.87,0,0,22925.43,9369.18,13908.7
2013,"Public Works, Transportation & Commerce",Transit Operator,68380.47,9183.27,5934.96,20094.58,13853.67,6179.48
2013,"Public Works, Transportation & Commerce","Stdntdsgntrain1, Arch/Eng/Plng",19771.41,0,0,0,5145.32,490.33
2013,Community Health,Registered Nurse,117182.05,111.69,24141.54,28627.6,11294.56,8028.97
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,415.6,0,0,0,196.95,32.18
2013,"Public Works, Transportation & Commerce",Fusion Welder,93106,0,2154.3,17346.92,12801.8,7888
2013,General Administration & Finance,"Srclaimsinvstgtor,Cty Atty Ofc",62661,0,0,11162.85,7176.8,4843.69
2013,"Public Works, Transportation & Commerce",PS Aide To Prof,4467.02,139.59,0,925.11,1435.36,361.76
2013,General Administration & Finance,Assistant Chief Attorney 1,195000.1,0,937,34700.46,12801.79,11287.32
2013,General Administration & Finance,Senior Administrative Analyst,99770.57,0,0,19612.08,12918.24,8208.34
2013,Public Protection,Victim/Witness Investigator 2,76869,0,0,15104.63,12918.24,6362.09
2013,"Public Works, Transportation & Commerce",Transit Operator,24021.54,1392.77,346.5,6545.63,6370.07,1982.58
2013,Public Protection,Firefighter,112258.1,39996.7,18712.11,22365.12,15584.94,2800.44
2013,"Public Works, Transportation & Commerce",Electr Instrmntn Tech Wtr Poll,94436.23,5240.78,328.81,18592.47,12918.24,7971.51
2013,Community Health,Medical Records Clerk,4311.13,0,0,0,1120.16,333.76
2013,General Administration & Finance,Animal Control Officer,33724.8,329.34,1677.9,6185.52,7090.22,2997.53
2013,"Public Works, Transportation & Commerce",Public Svc Aide-Public Works,6909.35,178.56,13.96,0,3274.3,549.83
2013,"Public Works, Transportation & Commerce",Chemist I/II,76744.21,0,0,13975.15,12524.82,6358.24
2013,Public Protection,"Captain, Fire Suppression",149968.18,19280.97,28683.98,31087.16,15692.16,2851.65
2013,"Public Works, Transportation & Commerce",Statnry Eng Water Treat Plant,82940.01,7528.15,7774.66,16238.2,12801.78,8082.51
2013,Public Protection,EMT/Paramedic/Firefighter,134651.79,42724.47,8079.11,27011.16,15731.44,3151.72
2013,"Public Works, Transportation & Commerce",Engineering Associate 2,80886.6,0,1110,14931.61,12063.23,6810.09
2013,Community Health,Health Care Billing Clerk 2,69417.03,8991.25,648,13767.62,12918.24,6470.92
2013,"Public Works, Transportation & Commerce",Engineering Associate 1,77922.04,449.55,0,14189.54,12801.76,6460.91
2013,Public Protection,EMT/Paramedic/Firefighter,129216.33,77711.39,16165.83,25747.18,15535.71,3606.9
2013,"Public Works, Transportation & Commerce","Stdntdsgntrain3, Arch/Eng/Plng",8692.95,0,0,0,1937.74,673.01
2013,Public Protection,Firefighter,116247.9,9780.04,18655.93,24724.76,15693.28,2538.55
2013,General Administration & Finance,Senior Assessment Clerk,21856.93,0,0,3980.18,4672.96,2039.89
2013,"Public Works, Transportation & Commerce",Transit Planner III,103512.94,0,0,20351.04,12888.34,8050.7
2013,"Public Works, Transportation & Commerce",Automotive Mechanic,79283.5,26855.33,16268.67,17667.65,12918.25,9319.42
2013,General Administration & Finance,Collections Officer,10056.01,0,0,1831.2,1913.81,810.65
2013,"Public Works, Transportation & Commerce",Transit Operator,6846.28,2230.44,7096.42,1857.42,1387.04,1227.99
2013,Public Protection,Court Supervisor II,14597.34,0,8046.05,2511.91,1199.85,6194.23
2013,Community Health,Special Nurse,25941.96,0,2083.03,0,2473.01,2169.7
2013,Community Health,Health Care Billing Clerk 2,60749.02,5011.77,0,11062.46,12801.79,5382.43
2013,Community Health,Nurse Practitioner,150220.81,1728,1829.98,32880.76,12753.17,9991.05
2013,"Public Works, Transportation & Commerce",Transit Operator,51166.41,23122.92,392.31,14099.42,10366.17,5812.71
2013,Public Protection,Attorney (Civil/Criminal),102599,0,937.5,18854.1,12801.79,8455.13
2013,Culture & Recreation,Gardener,55728.42,2149.89,1035.68,11011.53,12918.25,4503.02
2013,Community Health,Stationary Engineer,77740.1,2177.9,6408.25,15879.05,12798.63,6965.04
2013,Public Protection,Deputy Sheriff,82720.56,6117.32,13014.41,18744.92,11611.22,1664.71
2013,General Administration & Finance,Registered Nurse,0,0,18.48,0,0,0
2013,"Public Works, Transportation & Commerce",Transit Operator,59292.71,1801.99,1409.66,14197.04,13692.86,4810.65
2013,Human Welfare & Neighborhood Development,Clinical Psychologist,36028.78,0,0,0,5545.39,2789.35
2013,Public Protection,Superior Court Judge,3275.91,0,6924.35,0,4431.39,147.8
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,10056.1,0,0,0,4629.04,778.55
2013,Community Health,Special Nurse,9004.94,0,544.02,444.45,0,3259.45
2013,"Public Works, Transportation & Commerce",PS Aide To Prof,5282.78,0,0,0,1746.89,408.99
2013,Culture & Recreation,Custodian,55026,8949.4,1988.64,11143.2,12918.24,5297.51
2013,Public Protection,EMT/Paramedic/Firefighter,133951.54,35803.14,18930.89,28870.91,15597.59,3145.38
2013,Community Health,Special Nurse,32665.54,0,3478.8,0,3204.58,2566.47
2013,Public Protection,Criminalist II,111075.54,231.49,0,21279.72,12918.24,9157.94
2013,"Public Works, Transportation & Commerce",Transit Car Cleaner,44827.2,6248.65,7767.17,10034.18,9473.38,4871.12
2013,"Public Works, Transportation & Commerce","Manager III, MTA",72427.8,0,0,12827.01,8062.66,5763.68
2013,Culture & Recreation,Library Assistant,32277.25,0,1618.41,6172.41,7139.47,2365.85
2013,"Public Works, Transportation & Commerce",Transit Operator,15964.13,1896.4,1289.93,4415.27,3328.41,1345.98
2013,"Public Works, Transportation & Commerce",Executive Secretary 2,79742.54,0,0,15675.26,12918.24,6061.98
2013,Community Health,Nurse Practitioner,81936,3568.5,4884.48,7631.42,6806,7634.37
2013,Culture & Recreation,Recreation Leader,8186.78,0,22.95,0,2903.59,635.59
2013,General Administration & Finance,Auditor III,76651.3,0,0,15384.94,9984.72,5995.32
2013,Public Protection,Deputy Probation Officer,91918.56,1070.72,0,16178.04,12347.22,1579.84
2013,Community Health,Unit Clerk,61778.62,178.58,3897.7,11709.3,12861.85,5496.94
2013,Culture & Recreation,Public Service Trainee,2088.96,0,0,0,1255.56,161.73
2013,Public Protection,Secretary 2,63804.07,0,624,11732.29,12801.79,5391.43
2013,"Public Works, Transportation & Commerce",Water Quality Tech III,48414.65,0,0,9441.89,7190.2,4015.59
2013,General Administration & Finance,Senior Clerk,31464.02,0,0,7414.2,8612.17,2432.77
2013,Community Health,Nursing Supervisor,3429.46,0,704.96,37.11,0,1592.8
2013,Community Health,Registered Nurse,77058.95,4072.11,26894.95,14588.26,7737.27,8516.56
2013,"Public Works, Transportation & Commerce",Transit Operator,67262.81,23145.44,2033.41,18725.86,13627.25,7017
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,3376.77,0,0,0,1600.23,261.42
2013,"Public Works, Transportation & Commerce",Sr Payroll & Personnel Clerk,67325.03,669.82,0,13233.25,12918.25,5506.09
2013,Culture & Recreation,Recreation Leader,1163.52,0,17.54,0,412.68,91.43
2013,Culture & Recreation,Recreation Leader,2858.22,0,46.51,0,1043.25,224.88
2013,Public Protection,"Lieutenant, Fire Suppression",125475.49,21803.35,8222.61,23557.11,14944.86,2496.52
2013,Public Protection,Police Officer,107259.69,6935.92,8330.1,20463.17,12918.25,1987.83
2013,Public Protection,Community Police Services Aide,38547.58,0,2099.67,7263.92,7750.07,3392.94
2013,Public Protection,Deputy Sheriff,95372.85,3258.03,7114.14,19587.96,12914.29,1710.66
2013,Public Protection,Sergeant 2,140724,50967.77,18922.9,26790.61,12918.24,3577.39
2013,Community Health,Special Nurse,4805.1,0,694.1,303.9,443.14,1168.81
2013,Public Protection,Firefighter,112907.02,0,11935.06,22109.5,15683.42,354.55
2013,General Administration & Finance,"Member, Board Of Supervisors",110907.54,0,0,21552.06,12918.24,17079.61
2013,"Public Works, Transportation & Commerce",Automotive Trnst Shop Sprv 1,116205.53,21909.11,7287.62,23445.91,12918.25,9865.09
2013,"Public Works, Transportation & Commerce",Electr Maint Tech Asst Sprv,114062.02,31812.16,5708.1,21851.01,12918.25,9907.98
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,72254,437.22,624,13271.17,12801.79,5894.21
2013,Community Health,Health Worker 1,21222,0,0,4808.4,6219.9,1807.99
2013,"Public Works, Transportation & Commerce",Parking Control Officer,59203.52,8045.46,1941.54,11811.21,12918.25,5598.27
2013,Community Health,Senior Food Service Worker,26162.04,23761.36,3727.24,6364.72,6755.16,4084.24
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,9442.14,0,0,0,4312.07,731.01
2013,Community Health,X-Ray Laboratory Aide,58072.07,871.17,370,10596.7,12800.25,4460.94
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",0,0,12975.72,0,0,992.64
2013,"Public Works, Transportation & Commerce",Parking Control Officer,22618.38,1077.61,558.78,4799.97,6200.86,1951.53
2013,Public Protection,EMT/Paramedic/Firefighter,119491,16658.58,7493.58,22489,14366.44,2440.92
2013,Public Protection,Deputy Sheriff,95184.06,26143.96,14189.54,20928.01,12888.34,2235.9
2013,Human Welfare & Neighborhood Development,Sr Community Dev Spec 2,13960.45,0,273.6,2520.72,1674.08,1173.09
2013,Human Welfare & Neighborhood Development,Protective Services Supervisor,103116.24,2582.64,6952.43,18891.1,12801.79,9298.11
2013,"Public Works, Transportation & Commerce",Truck Driver,79799.86,14982.98,876.5,15853.69,12918.26,7761.76
2013,Culture & Recreation,Library Page,39475.66,0,721.67,9115.35,10411.94,3197.6
2013,"Public Works, Transportation & Commerce",Airport Electrician,100698.03,10711.29,1820,18140.06,12801.79,9189.03
2013,"Public Works, Transportation & Commerce",Senior Clerk,12638.57,0,0,3136.91,3295.35,967.8
2013,Public Protection,Planner 3,67146.47,0,1893.9,12227.33,8641.21,5671.06
2013,Community Health,Registered Nurse,72660.55,0,1485.68,13134.62,7207.16,6958.73
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,75033.04,0,0,14743.87,12918.24,6205.34
2013,Public Protection,Firefighter,116956.72,97166.12,21719.17,25527.03,15788.97,3900.03
2013,Public Protection,Manager IV,145317.52,0,0,27863.71,12918.24,18194.4
2013,"Public Works, Transportation & Commerce",Truck Driver,53947.7,225.96,327.24,10676.8,9592.97,4217.13
2013,"Public Works, Transportation & Commerce",Parking Control Officer,41277.96,784.29,931.84,9612.72,10938.64,3477.36
2013,Public Protection,Inspector 3,45374.87,21941.98,116471.74,7714,4090.77,171.11
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",72977.53,0,5029.22,14205.03,10334.25,6229.29
2013,"Public Works, Transportation & Commerce",Custodian,47748.5,0,7477.81,10934.88,12851.02,4028.26
2013,"Public Works, Transportation & Commerce",Electrical Trnst Shop Sprv 1,114816,64156.76,5216.4,20333.83,12801.8,11318.88
2013,Human Welfare & Neighborhood Development,Senior Social Worker,74412.04,0,2084,13929.99,12801.79,6072.51
2013,Public Protection,Senior Legal Process Clerk,20376.37,0,210.25,4357.72,4191.38,1686.57
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",82566.75,5706.43,8318.65,16456.56,12727.93,7791.57
2013,Community Health,Supervising Pharmacist,163554.08,0,4251.69,28965.46,12801.79,10469.45
